"sample_id","cell_type","technology","M1","M2_A","M2_B"
"human3_lib3.final_cell_0537","acinar","inDrop3",0.609603364278114,0.62693107305129,0.455471067584071
"human3_lib3.final_cell_0540","ductal","inDrop3",0.300674199059948,0.347055888982372,0.455406424646066
"human3_lib3.final_cell_0542","beta","inDrop3",0.897528849468886,0.857543383607298,0.455535562562863
"human3_lib3.final_cell_0554","activated_stellate","inDrop3",0.0788189126995522,0.180573970676365,0.455747169949125
"human3_lib3.final_cell_0558","ductal","inDrop3",0.244907622189422,0.326532826023159,0.45548875302517
"human3_lib3.final_cell_0562","gamma","inDrop3",0.979591948186666,0.979591871461019,0.455582113694171
"human3_lib3.final_cell_0563","delta","inDrop3",0.959183666509307,0.958203310551004,0.455522316301129
"human3_lib3.final_cell_0564","activated_stellate","inDrop3",0.178044618178934,0.201617700164036,0.456218464065108
"human3_lib3.final_cell_0572","delta","inDrop3",0.938775509900464,0.918367340799412,0.455695784573159
"human3_lib3.final_cell_0580","alpha","inDrop3",0.83309210547439,0.771043530130889,0.455319592310773
"human3_lib3.final_cell_0581","quiescent_stellate","inDrop3",0.183589650255809,0.204082145449663,0.45676502217711
"human3_lib3.final_cell_0584","delta","inDrop3",0.959183675935644,0.959183486033167,0.455229664474533
"human3_lib3.final_cell_0586","acinar","inDrop3",0.569116796758491,0.593035260892668,0.455322998248362
"human3_lib3.final_cell_0596","endothelial","inDrop3",0.142857142846,0.0204081704117813,0.46334212942082
"human3_lib3.final_cell_0598","alpha","inDrop3",0.814702325655185,0.776606985299429,0.455614558049439
"human3_lib3.final_cell_0608","activated_stellate","inDrop3",0.0638656002026593,0.164385085230117,0.456854793498619
"human3_lib3.final_cell_0612","alpha","inDrop3",0.817360801536804,0.775586075813061,0.455510026971156
"human3_lib3.final_cell_0614","gamma","inDrop3",0.979591836196774,0.979591817999616,0.455650365194678
"human3_lib3.final_cell_0616","alpha","inDrop3",0.65320008911642,0.653063945560321,0.455679193048449
"human3_lib3.final_cell_0621","epsilon","inDrop3",0.959183673605165,0.959177597910096,0.455485196681747
"human3_lib3.final_cell_0625","delta","inDrop3",0.97959200684443,0.979591916944495,0.455602763997382
"human3_lib3.final_cell_0627","alpha","inDrop3",0.796032023822971,0.79586811362025,0.455367804592352
"human3_lib3.final_cell_0634","beta","inDrop3",0.897958857020727,0.874959866734415,0.455638982807144
"human3_lib3.final_cell_0639","endothelial","inDrop3",0.204081632813917,0.265306125946191,0.462841161952489
"human3_lib3.final_cell_0640","ductal","inDrop3",0.244939596842018,0.327227350845371,0.455445121789423
"human3_lib3.final_cell_0641","acinar","inDrop3",0.587735109724551,0.615846366708418,0.455263752109142
"human3_lib3.final_cell_0646","acinar","inDrop3",0.604061262084671,0.623917704313852,0.455615453954925
"human3_lib3.final_cell_0649","activated_stellate","inDrop3",0.0612244708204372,0.163265290726871,0.455284637756117
"human3_lib3.final_cell_0656","beta","inDrop3",0.892287058392706,0.856255921772699,0.455344691457395
"human3_lib3.final_cell_0664","acinar","inDrop3",0.611931423139842,0.631421831071117,0.455330961413452
"human3_lib3.final_cell_0666","alpha","inDrop3",0.824756564743503,0.7752543401603,0.455335368544337
"human3_lib3.final_cell_0669","activated_stellate","inDrop3",0.0612542027789816,0.163271441164584,0.45703769579992
"human3_lib3.final_cell_0675","beta","inDrop3",0.897957223822486,0.869897033156754,0.455332605500084
"human3_lib3.final_cell_0681","gamma","inDrop3",0.95944935749109,0.959218088283431,0.455253723264232
"human3_lib3.final_cell_0682","activated_stellate","inDrop3",0.150337234949643,0.187873176894797,0.456011477852013
"human3_lib3.final_cell_0684","acinar","inDrop3",0.576471166742516,0.608657462395825,0.455566180748604
"human3_lib3.final_cell_0687","beta","inDrop3",0.878218762826868,0.843606677654151,0.455274981335895
"human3_lib3.final_cell_0695","activated_stellate","inDrop3",0.1289118743055,0.185232434208426,0.456451981606834
"human3_lib3.final_cell_0700","beta","inDrop3",0.879703341233048,0.850703257520181,0.455450860007775
"human3_lib3.final_cell_0702","activated_stellate","inDrop3",0.0449917188927084,0.144851559308029,0.455431610944548
"human3_lib3.final_cell_0705","ductal","inDrop3",0.244914053316236,0.327027291467833,0.455464351444554
"human3_lib3.final_cell_0712","acinar","inDrop3",0.561270837291375,0.563242714111651,0.45542597654495
"human3_lib3.final_cell_0720","alpha","inDrop3",0.795923362811279,0.79591719580295,0.455544397244286
"human3_lib3.final_cell_0726","acinar","inDrop3",0.604219675370917,0.626058806052172,0.455420189080802
"human3_lib3.final_cell_0734","activated_stellate","inDrop3",0.0614217789625156,0.163316970881757,0.456178816485908
"human3_lib3.final_cell_0737","alpha","inDrop3",0.795924800095595,0.795916831059363,0.455326334774081
"human3_lib3.final_cell_0739","alpha","inDrop3",0.795923297770392,0.795917133586607,0.455359338951502
"human3_lib3.final_cell_0741","beta","inDrop3",0.651906581178189,0.650761536573681,0.455338152990147
"human3_lib3.final_cell_0744","endothelial","inDrop3",0.122448979009537,0.021473185843861,0.455272356201035
"human3_lib3.final_cell_0745","acinar","inDrop3",0.490027476657698,0.530641428449036,0.455362111620177
"human3_lib3.final_cell_0748","ductal","inDrop3",0.387755102015567,0.306124167612735,0.455518220047686
"human3_lib3.final_cell_0753","macrophage","inDrop3",0.346938775510204,0.244897955039493,0.99999999254942
"human3_lib3.final_cell_0757","alpha","inDrop3",0.795925595071456,0.795917936218899,0.455539243605692
"human3_lib3.final_cell_0759","activated_stellate","inDrop3",0.204081665710753,0.244897174670834,0.455385631865087
"human3_lib3.final_cell_0766","ductal","inDrop3",0.244903563857266,0.326753093382735,0.455502131314155
"human3_lib3.final_cell_0774","endothelial","inDrop3",0.142857142857143,0.265306125946191,0.455204893193033
"human3_lib3.final_cell_0776","beta","inDrop3",0.897154157505975,0.857301902959945,0.455338371814326
"human3_lib3.final_cell_0781","delta","inDrop3",0.959125874598718,0.939123140273418,0.455508900639971
"human3_lib3.final_cell_0787","ductal","inDrop3",0.306121066553489,0.36733956008778,0.455364565264447
"human3_lib3.final_cell_0788","gamma","inDrop3",0.959183670472422,0.958464233369074,0.455426634317349
"human3_lib3.final_cell_0799","alpha","inDrop3",0.836714623146086,0.755122086347475,0.45550992148773
"human3_lib3.final_cell_0802","mast","inDrop3",0.714285714285714,0.285714288907392,0.959183666627018
"human3_lib3.final_cell_0806","activated_stellate","inDrop3",0.061224474230654,0.163265285606221,0.456501604296976
"human3_lib3.final_cell_0807","endothelial","inDrop3",0.122452789623083,0.0204081704117813,0.455756677198859
"human3_lib3.final_cell_0808","beta","inDrop3",0.87811080382625,0.842357556553019,0.455481516751042
"human3_lib3.final_cell_0810","delta","inDrop3",0.959183980825476,0.959183687090647,0.455379125375088
"human3_lib3.final_cell_0812","alpha","inDrop3",0.795924466085974,0.79591671136072,0.455410888923285
"human3_lib3.final_cell_0816","endothelial","inDrop3",0.122448921386771,0.0408163396252438,0.455092690947018
"human3_lib3.final_cell_0819","mast","inDrop3",0.714285714285714,0.285714288907392,0.959183666627018
"human3_lib3.final_cell_0822","endothelial","inDrop3",0.102040816632314,0.081548810996094,0.455212279911936
"human3_lib3.final_cell_0830","quiescent_stellate","inDrop3",0.163268456896132,0.224484336753355,0.455716916049493
"human3_lib3.final_cell_0835","endothelial","inDrop3",0.122448979591862,0.0205096046754444,0.455235536952418
"human3_lib3.final_cell_0841","endothelial","inDrop3",0.122449081745303,0.0204081704645966,0.459166587109069
"human3_lib3.final_cell_0855","macrophage","inDrop3",0.346938775510204,0.244897974476745,0.99999999254942
"human3_lib3.final_cell_0856","quiescent_stellate","inDrop3",0.183672347523946,0.204080875615806,0.938775503665817
"human3_lib3.final_cell_0859","ductal","inDrop3",0.245980899812473,0.326609763462334,0.455447121221334
"human3_lib3.final_cell_0860","endothelial","inDrop3",0.12057128438564,0.0408920631940708,0.455109642695843
"human3_lib3.final_cell_0861","beta","inDrop3",0.877578427679848,0.837268442526123,0.455400504598034
"human3_lib3.final_cell_0862","quiescent_stellate","inDrop3",0.199984080488251,0.224863720824505,0.45581628400573
"human3_lib3.final_cell_0863","endothelial","inDrop3",0.122448979474248,0.0408163334476817,0.455130085972977
"human3_lib3.final_cell_0864","alpha","inDrop3",0.796193584344414,0.795765996380866,0.455344713804279
"human3_lib3.final_cell_0865","alpha","inDrop3",0.815246979548665,0.776269325021159,0.455525818399453
"human3_lib3.final_cell_0866","t_cell","inDrop3",0.714285714285714,0.285628853896617,0.959183666627018
"human3_lib3.final_cell_0870","beta","inDrop3",0.877530192417474,0.836739285747171,0.455388088998999
"human3_lib3.final_cell_0880","quiescent_stellate","inDrop3",0.165364549721613,0.20999887333242,0.455571374538312
"human3_lib3.final_cell_0882","endothelial","inDrop3",0.122448979591837,0.0408096106182887,0.456382150064527
"human3_lib3.final_cell_0883","macrophage","inDrop3",0.714285714272519,0.285714288907392,0.938775523134582
"human3_lib3.final_cell_0885","mast","inDrop3",0.714285714285714,0.286298701571663,0.959183666627018
"human3_lib3.final_cell_0889","endothelial","inDrop3",0.122448979591451,0.0408163333729822,0.455648157654218
"human3_lib3.final_cell_0890","quiescent_stellate","inDrop3",0.204081581373185,0.244863995831616,0.455681241540887
"human3_lib3.final_cell_0893","beta","inDrop3",0.877549588782786,0.836787893859717,0.45566358597604
"human3_lib3.final_cell_0894","quiescent_stellate","inDrop3",0.163267685421019,0.224476925656299,0.455592904475148
"human3_lib3.final_cell_0896","t_cell","inDrop3",0.714285714285706,0.285718105756432,0.958996241292357
"human3_lib3.final_cell_0898","endothelial","inDrop3",0.122448979605758,0.020408388477542,0.455373979289677
"human3_lib3.final_cell_0901","quiescent_stellate","inDrop3",0.166908240802474,0.206541262625263,0.455222871450464
"human3_lib3.final_cell_0902","delta","inDrop3",0.938775529279874,0.938768403312209,0.455305335133472
"human3_lib3.final_cell_0904","endothelial","inDrop3",0.122448974417848,0.0408163361335815,0.455074355073497
"human3_lib3.final_cell_0908","macrophage","inDrop3",0.326530612244898,0.244931348242472,0.99999999254942
"human3_lib3.final_cell_0913","endothelial","inDrop3",0.142857142862473,0.265306125946191,0.455369212805692
"human3_lib3.final_cell_0915","activated_stellate","inDrop3",0.163272973713272,0.224490979027647,0.455852273252729
"human3_lib3.final_cell_0919","endothelial","inDrop3",0.122448979658548,0.0204083244181547,0.455165168769584
"human3_lib3.final_cell_0920","quiescent_stellate","inDrop3",0.176783689785558,0.204205435308397,0.455311681539658
"human3_lib3.final_cell_0922","endothelial","inDrop3",0.122448979591837,0.0263034698788603,0.455131135110376
"human3_lib3.final_cell_0923","endothelial","inDrop3",0.142857047039188,0.0204081704117813,0.455266895206529
"human3_lib3.final_cell_0925","endothelial","inDrop3",0.122448979591837,0.0408158914353832,0.455106657661378
"human3_lib3.final_cell_0931","endothelial","inDrop3",0.142857061308472,0.0204081704117813,0.455397100405066
"human3_lib3.final_cell_0933","endothelial","inDrop3",0.14285714285714,0.0204081704117813,0.455759159987192
"human3_lib4.final_cell_0001","acinar","inDrop3",0.512038925881091,0.490102246516891,0.455227133905015
"human3_lib4.final_cell_0005","acinar","inDrop3",0.580506744134386,0.612903657026097,0.455257069666174
"human3_lib4.final_cell_0006","acinar","inDrop3",0.470370320953438,0.449258257730613,0.455319863760619
"human3_lib4.final_cell_0008","acinar","inDrop3",0.510021988845438,0.487932076426514,0.455298552041979
"human3_lib4.final_cell_0010","acinar","inDrop3",0.51274730036958,0.49059935644044,0.455249031097633
"human3_lib4.final_cell_0011","acinar","inDrop3",0.470925504287174,0.449329325457207,0.455411843014121
"human3_lib4.final_cell_0015","acinar","inDrop3",0.570001868814395,0.596595648881833,0.455348220728366
"human3_lib4.final_cell_0017","acinar","inDrop3",0.540022824000454,0.521293791169242,0.455333968719716
"human3_lib4.final_cell_0019","acinar","inDrop3",0.471708896482797,0.449834710553107,0.455419745723703
"human3_lib4.final_cell_0020","acinar","inDrop3",0.515650297863914,0.492900958377733,0.455346764435457
"human3_lib4.final_cell_0023","acinar","inDrop3",0.538538813434227,0.513904878938685,0.455563079644762
"human3_lib4.final_cell_0026","acinar","inDrop3",0.574957751462844,0.612072410882636,0.455368280186598
"human3_lib4.final_cell_0028","acinar","inDrop3",0.508286937968015,0.48209338688802,0.455215569315874
"human3_lib4.final_cell_0033","acinar","inDrop3",0.511008308174121,0.488884885387363,0.455550937202502
"human3_lib4.final_cell_0035","acinar","inDrop3",0.511911164145129,0.490888708813727,0.455486076447517
"human3_lib4.final_cell_0046","acinar","inDrop3",0.523843875148581,0.4997644453635,0.45548846035411
"human3_lib4.final_cell_0047","delta","inDrop3",0.979124854806188,0.974057225014505,0.455403176773429
"human3_lib4.final_cell_0050","delta","inDrop3",0.979871826962045,0.979771330711482,0.455223442476458
"human3_lib4.final_cell_0053","acinar","inDrop3",0.540883455902356,0.51331520321954,0.455335601023687
"human3_lib4.final_cell_0056","acinar","inDrop3",0.593259284438279,0.616177352690644,0.45535901040688
"human3_lib4.final_cell_0063","acinar","inDrop3",0.584707212382824,0.614163140029635,0.455412950112223
"human3_lib4.final_cell_0064","acinar","inDrop3",0.510050832889669,0.486453586559698,0.45536867163451
"human3_lib4.final_cell_0066","acinar","inDrop3",0.508631306162315,0.489062370712712,0.455477170480009
"human3_lib4.final_cell_0067","delta","inDrop3",1,0.99999999254942,0.455313735918294
"human3_lib4.final_cell_0069","acinar","inDrop3",0.469522163203019,0.449005599650759,0.455484965541982
"human3_lib4.final_cell_0074","acinar","inDrop3",0.503459602997878,0.472287709170024,0.455383990385307
"human3_lib4.final_cell_0077","acinar","inDrop3",0.527001851005026,0.500924624998751,0.455439073912197
"human3_lib4.final_cell_0082","delta","inDrop3",0.999996133998982,0.999997862445501,0.455303208207329
"human3_lib4.final_cell_0083","acinar","inDrop3",0.542379675545585,0.527068535082117,0.455393187810179
"human3_lib4.final_cell_0086","acinar","inDrop3",0.558089656649364,0.551857834430247,0.455406946529026
"human3_lib4.final_cell_0087","acinar","inDrop3",0.537369221781155,0.513572476665636,0.45547473212445
"human3_lib4.final_cell_0088","acinar","inDrop3",0.571850053645143,0.602598482782293,0.4553623836945
"human3_lib4.final_cell_0090","acinar","inDrop3",0.547837085801463,0.543859633220105,0.455814162789805
"human3_lib4.final_cell_0099","delta","inDrop3",0.958046363653471,0.938860053086596,0.455294332469481
"human3_lib4.final_cell_0101","acinar","inDrop3",0.566529601113618,0.573193377312086,0.455213440030936
"human3_lib4.final_cell_0111","acinar","inDrop3",0.561568395706374,0.549092115995495,0.45562699043432
"human3_lib4.final_cell_0113","acinar","inDrop3",0.538095159644167,0.512823378820909,0.45546997200021
"human3_lib4.final_cell_0119","activated_stellate","inDrop3",0.0810503477721712,0.182880470816796,0.458299848738652
"human3_lib4.final_cell_0123","acinar","inDrop3",0.567842324871594,0.582932350650723,0.455257737830265
"human3_lib4.final_cell_0141","beta","inDrop3",0.897958511462413,0.873078715438805,0.455462413037819
"human3_lib4.final_cell_0146","acinar","inDrop3",0.51243122016433,0.491945697103261,0.455332121033912
"human3_lib4.final_cell_0147","acinar","inDrop3",0.599472654744951,0.619710506256044,0.455340124749145
"human3_lib4.final_cell_0149","acinar","inDrop3",0.609742558166044,0.627565930569803,0.455361218971872
"human3_lib4.final_cell_0151","alpha","inDrop3",0.795933563891204,0.795913175587043,0.455491222448101
"human3_lib4.final_cell_0165","acinar","inDrop3",0.569992165753752,0.595734017972906,0.455448553877283
"human3_lib4.final_cell_0169","beta","inDrop3",0.896401956505063,0.857062735053659,0.455479039453466
"human3_lib4.final_cell_0170","acinar","inDrop3",0.574894512297056,0.608620646937864,0.455385789316207
"human3_lib4.final_cell_0176","acinar","inDrop3",0.605489060538181,0.621924931180359,0.455341334289995
"human3_lib4.final_cell_0180","delta","inDrop3",0.979539254168163,0.978858089912754,0.455334338106266
"human3_lib4.final_cell_0189","alpha","inDrop3",0.798110418597976,0.795931099038082,0.455237807115415
"human3_lib4.final_cell_0190","acinar","inDrop3",0.58392290147022,0.614886764306004,0.455296271501231
"human3_lib4.final_cell_0191","ductal","inDrop3",0.246054992749135,0.326535450104602,0.455190789510491
"human3_lib4.final_cell_0192","delta","inDrop3",0.999999999740855,0.999999992493264,0.455176681484093
"human3_lib4.final_cell_0197","acinar","inDrop3",0.504636555512462,0.489545858844952,0.455410226111623
"human3_lib4.final_cell_0203","delta","inDrop3",0.99921699186008,0.999483647438589,0.455450415901555
"human3_lib4.final_cell_0211","acinar","inDrop3",0.573702488013983,0.609362968427574,0.455254897673528
"human3_lib4.final_cell_0212","delta","inDrop3",0.959183673896182,0.959178771838994,0.455324828012311
"human3_lib4.final_cell_0220","gamma","inDrop3",0.979363498441309,0.97677159932498,0.455471005303756
"human3_lib4.final_cell_0228","acinar","inDrop3",0.573555992726244,0.608849147522409,0.455306880131037
"human3_lib4.final_cell_0229","beta","inDrop3",0.897953523789842,0.865317188351774,0.455364122657809
"human3_lib4.final_cell_0230","delta","inDrop3",0.979592520911813,0.979592102788723,0.455260853498492
"human3_lib4.final_cell_0237","quiescent_stellate","inDrop3",0.204082630222585,0.244897759115755,0.455523086049599
"human3_lib4.final_cell_0242","acinar","inDrop3",0.574256067440351,0.607214533829216,0.455634607020209
"human3_lib4.final_cell_0243","beta","inDrop3",0.897958339322675,0.872749269567601,0.455478554468208
"human3_lib4.final_cell_0249","ductal","inDrop3",0.285713181208383,0.349414013634823,0.455583560888122
"human3_lib4.final_cell_0255","activated_stellate","inDrop3",0.0612244948915252,0.163265311389541,0.45573789861844
"human3_lib4.final_cell_0257","beta","inDrop3",0.89795891340624,0.875240384910997,0.455334262836491
"human3_lib4.final_cell_0259","alpha","inDrop3",0.795924596154072,0.795916928182519,0.455285666781561
"human3_lib4.final_cell_0265","beta","inDrop3",0.897798069604626,0.8580581316876,0.455397366440572
"human3_lib4.final_cell_0266","ductal","inDrop3",0.285725003341002,0.367336538348446,0.455192096673256
"human3_lib4.final_cell_0278","delta","inDrop3",0.979527904222243,0.978634879101791,0.45528241633237
"human3_lib4.final_cell_0282","beta","inDrop3",0.88106079553416,0.850881049835182,0.455346879325105
"human3_lib4.final_cell_0283","epsilon","inDrop3",0.979591836723355,0.979591829125342,0.455846857988718
"human3_lib4.final_cell_0289","beta","inDrop3",0.894177869117987,0.85676040081213,0.455302737163714
"human3_lib4.final_cell_0291","beta","inDrop3",0.897926162351052,0.860262836310173,0.455566414966565
"human3_lib4.final_cell_0303","activated_stellate","inDrop3",0.0612648580410494,0.163276205907774,0.455847618276323
"human3_lib4.final_cell_0308","beta","inDrop3",0.897009425937614,0.85723802684019,0.455271387577878
"human3_lib4.final_cell_0314","ductal","inDrop3",0.256202962180246,0.344053075027355,0.455472783603553
"human3_lib4.final_cell_0322","delta","inDrop3",0.959183673300888,0.959106366526249,0.455323581795027
"human3_lib4.final_cell_0327","activated_stellate","inDrop3",0.18349264399167,0.204120224824575,0.45548827313958
"human3_lib4.final_cell_0334","alpha","inDrop3",0.795986213870196,0.795887128875513,0.455436685845086
"human3_lib4.final_cell_0338","alpha","inDrop3",0.79307969260241,0.667732889666091,0.455402767784266
"human3_lib4.final_cell_0343","activated_stellate","inDrop3",0.183581904800722,0.203984583153522,0.458320529778404
"human3_lib4.final_cell_0345","acinar","inDrop3",0.609601989204988,0.629499063035218,0.455331681560287
"human3_lib4.final_cell_0351","alpha","inDrop3",0.79597806489303,0.795892161465033,0.455302486102321
"human3_lib4.final_cell_0366","alpha","inDrop3",0.808556825134684,0.78138538996402,0.455394812716889
"human3_lib4.final_cell_0367","alpha","inDrop3",0.836844788418259,0.755138479744435,0.455289349768553
"human3_lib4.final_cell_0377","endothelial","inDrop3",0.102040816326527,0.0816326592953839,0.455148763435333
"human3_lib4.final_cell_0391","ductal","inDrop3",0.245076669510132,0.329713305309998,0.45538152793323
"human3_lib4.final_cell_0393","endothelial","inDrop3",0.10204081632644,0.0816326592953839,0.455099669737213
"human3_lib4.final_cell_0394","ductal","inDrop3",0.245194339418362,0.332340733026512,0.455831797966342
"human3_lib4.final_cell_0403","ductal","inDrop3",0.249332441829177,0.338179222937896,0.455349803312585
"human3_lib4.final_cell_0406","acinar","inDrop3",0.61075601079041,0.629194753816322,0.455506480056748
"human3_lib4.final_cell_0427","beta","inDrop3",0.878279967018958,0.843535998228886,0.455586604456777
"human3_lib4.final_cell_0435","delta","inDrop3",0.979591939978356,0.979591875706442,0.455361201411973
"human3_lib4.final_cell_0437","alpha","inDrop3",0.796146144907174,0.795778266915234,0.455279493677814
"human3_lib4.final_cell_0447","ductal","inDrop3",0.387755072322437,0.306123136736038,0.455993106616573
"human3_lib4.final_cell_0449","activated_stellate","inDrop3",0.183398054480413,0.203846590023972,0.455282341876736
"human3_lib4.final_cell_0455","activated_stellate","inDrop3",0.081538262160416,0.183577016131616,0.455645361647531
"human3_lib4.final_cell_0456","alpha","inDrop3",0.795949008136598,0.795907795415669,0.455748414372929
"human3_lib4.final_cell_0457","quiescent_stellate","inDrop3",0.183249773369596,0.203927500446693,0.459002892731707
"human3_lib4.final_cell_0466","acinar","inDrop3",0.592329503846118,0.616766535055534,0.455489814908264
"human3_lib4.final_cell_0467","beta","inDrop3",0.879730679007258,0.848496135409909,0.455342228810383
"human3_lib4.final_cell_0473","beta","inDrop3",0.89795891767929,0.875254939072406,0.455305224750602
"human3_lib4.final_cell_0475","beta","inDrop3",0.897925118064892,0.860270432058635,0.455356295149068
"human3_lib4.final_cell_0480","macrophage","inDrop3",0.36734693877551,0.244900569370036,0.979591829588219
"human3_lib4.final_cell_0481","beta","inDrop3",0.895294532831246,0.856814608960431,0.45539090687605
"human3_lib4.final_cell_0490","quiescent_stellate","inDrop3",0.183656340588701,0.204081740012679,0.456057480820779
"human3_lib4.final_cell_0509","alpha","inDrop3",0.795925222973812,0.795916499218656,0.455444465123496
"human3_lib4.final_cell_0512","acinar","inDrop3",0.594584049547079,0.619379019190451,0.455348376687908
"human3_lib4.final_cell_0519","acinar","inDrop3",0.599263187211126,0.619476476703208,0.455240760765719
"human3_lib4.final_cell_0520","ductal","inDrop3",0.244926985202395,0.326596939526698,0.455251732903072
"human3_lib4.final_cell_0521","quiescent_stellate","inDrop3",0.734693877546701,0.285714151105682,0.455345500386026
"human3_lib4.final_cell_0527","alpha","inDrop3",0.795960326810832,0.795905616568908,0.455660032277933
"human3_lib4.final_cell_0530","activated_stellate","inDrop3",0.122934047487223,0.185203439201153,0.455482945044228
"human3_lib4.final_cell_0531","delta","inDrop3",0.933605312731719,0.755257545073064,0.455619506500222
"human3_lib4.final_cell_0536","activated_stellate","inDrop3",0.061224414276981,0.163265201635753,0.457199458633523
"human3_lib4.final_cell_0540","ductal","inDrop3",0.253506084007941,0.341438304206848,0.455651054909249
"human3_lib4.final_cell_0548","acinar","inDrop3",0.489877449139858,0.530588163542499,0.455815928947161
"human3_lib4.final_cell_0550","endothelial","inDrop3",0.142857142857143,0.0204082018445609,0.455090759435208
"human3_lib4.final_cell_0552","activated_stellate","inDrop3",0.0813352925739778,0.18331560551671,0.455347943313273
"human3_lib4.final_cell_0556","alpha","inDrop3",0.806237097916332,0.785279855381153,0.455416206141474
"human3_lib4.final_cell_0563","beta","inDrop3",0.653060762305461,0.673438283920989,0.455245228390207
"human3_lib4.final_cell_0565","ductal","inDrop3",0.284831803551656,0.346878049693733,0.4558602243041
"human3_lib4.final_cell_0568","gamma","inDrop3",0.979592390854886,0.979592026772264,0.45552588195224
"human3_lib4.final_cell_0572","endothelial","inDrop3",0.102040602847003,0.0816326511649335,0.455627849162581
"human3_lib4.final_cell_0574","macrophage","inDrop3",0.346938775510204,0.244892856104388,0.99999999254942
"human3_lib4.final_cell_0576","activated_stellate","inDrop3",0.147559213424393,0.190347616155877,0.456304044123431
"human3_lib4.final_cell_0577","beta","inDrop3",0.873256354135661,0.674128995279031,0.455355826420968
"human3_lib4.final_cell_0591","activated_stellate","inDrop3",0.163269420525436,0.224489248326865,0.457691667678539
"human3_lib4.final_cell_0593","activated_stellate","inDrop3",0.166328273526362,0.19163855361572,0.455807367719217
"human3_lib4.final_cell_0601","acinar","inDrop3",0.5376320024236,0.578561741344033,0.455434284541934
"human3_lib4.final_cell_0603","endothelial","inDrop3",0.0204081756491397,0.102040822237929,0.455749635034731
"human3_lib4.final_cell_0610","acinar","inDrop3",0.593429131935619,0.619672986546209,0.455271786465911
"human3_lib4.final_cell_0613","endothelial","inDrop3",0.122448979591488,0.0408163333423323,0.45520552539913
"human3_lib4.final_cell_0614","ductal","inDrop3",0.24490517923307,0.326787834096646,0.457231397962141
"human3_lib4.final_cell_0615","acinar","inDrop3",0.673469387755102,0.632071037623108,0.938775503665817
"human3_lib4.final_cell_0620","alpha","inDrop3",0.836461767908059,0.756866169970283,0.45542983011432
"human3_lib4.final_cell_0639","alpha","inDrop3",0.795924634870772,0.79591680373374,0.45544182837759
"human3_lib4.final_cell_0646","alpha","inDrop3",0.816012052151377,0.775993312337933,0.45536613039259
"human3_lib4.final_cell_0647","acinar","inDrop3",0.612231625572311,0.63255079932292,0.455364792018737
"human3_lib4.final_cell_0648","activated_stellate","inDrop3",0.0815802499928409,0.183625812113497,0.456389893289242
"human3_lib4.final_cell_0663","beta","inDrop3",0.89795544372877,0.867352364604793,0.455444506427368
"human3_lib4.final_cell_0665","acinar","inDrop3",0.601575660256902,0.62181999373559,0.455368950669677
"human3_lib4.final_cell_0670","ductal","inDrop3",0.244898655988541,0.326531751458443,0.455609013695518
"human3_lib4.final_cell_0673","acinar","inDrop3",0.608472092862033,0.627694404981349,0.455289285137755
"human3_lib4.final_cell_0675","activated_stellate","inDrop3",0.081707684214056,0.183674331536041,0.455304345457784
"human3_lib4.final_cell_0676","alpha","inDrop3",0.79612407822568,0.795822614091745,0.455412220398371
"human3_lib4.final_cell_0677","alpha","inDrop3",0.796249438156503,0.795718943756392,0.455373185550852
"human3_lib4.final_cell_0684","activated_stellate","inDrop3",0.203345550961799,0.22455058805943,0.45547356627342
"human3_lib4.final_cell_0691","beta","inDrop3",0.897360979095788,0.857418219864151,0.4553889180667
"human3_lib4.final_cell_0692","delta","inDrop3",0.999794381602489,0.999872824595438,0.455394721684348
"human3_lib4.final_cell_0695","ductal","inDrop3",0.387703486333177,0.306240697526211,0.455613223808617
"human3_lib4.final_cell_0700","beta","inDrop3",0.878488769352023,0.844535918818887,0.455372218448893
"human3_lib4.final_cell_0705","endothelial","inDrop3",8.28301383551004e-05,0.0597250913660748,0.456330871850869
"human3_lib4.final_cell_0706","acinar","inDrop3",0.610661027253222,0.63089232620602,0.455553057653585
"human3_lib4.final_cell_0710","ductal","inDrop3",0.245066018702217,0.329106005849031,0.455371580398121
"human3_lib4.final_cell_0714","alpha","inDrop3",0.796368465941655,0.795603104510771,0.455397755343419
"human3_lib4.final_cell_0718","ductal","inDrop3",0.299437693540615,0.339729515008927,0.455318558446266
"human3_lib4.final_cell_0726","endothelial","inDrop3",0.102040816326531,0.0816326592953839,0.455217935434359
"human3_lib4.final_cell_0727","alpha","inDrop3",0.795925143933209,0.795916532582012,0.455513555277782
"human3_lib4.final_cell_0728","quiescent_stellate","inDrop3",0.183663550824018,0.204081659431347,0.455393886517634
"human3_lib4.final_cell_0730","delta","inDrop3",0.959183674165734,0.959182019555555,0.455400604188009
"human3_lib4.final_cell_0737","quiescent_stellate","inDrop3",0.183382788242337,0.203970468057328,0.455750662563438
"human3_lib4.final_cell_0741","quiescent_stellate","inDrop3",0.18357239936888,0.204059629627672,0.456640956571594
"human3_lib4.final_cell_0746","acinar","inDrop3",0.61313130874859,0.632882230284704,0.455382380294422
"human3_lib4.final_cell_0747","delta","inDrop3",0.999612020245138,0.999666510208383,0.455614518093869
"human3_lib4.final_cell_0751","ductal","inDrop3",0.244897979695783,0.326532283764949,0.45538069760895
